instance_key,uid,name,path,level,parent_uid
EMIS,ty3kez0xSoF,"Adyegi Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/mYDNLw05F8s/ty3kez0xSoF,6,mYDNLw05F8s
EMIS,KGbeg5q4jWy,"Afere Parish",/KJPN4PduBWe/ToANlYyRiKb/A4aGXEfdb8P/x6VPaGLg6q1/cXWb491FLqd/KGbeg5q4jWy,6,cXWb491FLqd
EMIS,gsXuqy8uM1n,"Afya Parish",/KJPN4PduBWe/LSCoCf6ibP8/yuo5ielNL7W/IHytnJA6ymo/vfnexhuC4Uh/gsXuqy8uM1n,6,vfnexhuC4Uh
EMIS,mpLGVfY1Bib,"Agago Central Parish",/KJPN4PduBWe/yXncUmqtQYF/ztIyIYAzFKp/S2jpKJZLT9Q/fVnJZiXJyCy/mpLGVfY1Bib,6,fVnJZiXJyCy
EMIS,p47nVDxjkwD,"Agama Ward",/KJPN4PduBWe/rn2uTdRyUbh/srmGjHrpVE5/qOuUEzeHcEw/QGwLgiGGvDk/p47nVDxjkwD,6,QGwLgiGGvDk
EMIS,tYKiMSIo7bb,"Aganga Parish",/KJPN4PduBWe/n90wmiOocDw/JyZJhGXKeEq/MxlrhFbwmzK/gS6HZ2ZApFq/tYKiMSIo7bb,6,gS6HZ2ZApFq
EMIS,vbYpAXBj19Z,"Agaria(Mukongoro Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/ogMa6hT34Fe/vbYpAXBj19Z,6,ogMa6hT34Fe
EMIS,eftsqJcsd0O,"Agaria(Nyero Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/cdLLK5GSIdV/eftsqJcsd0O,6,cdLLK5GSIdV
EMIS,T89OJIrHCq8,"Agege Parish",/KJPN4PduBWe/n90wmiOocDw/Y4LV8xqkv6J/yuZ66tsFybX/YRTZEQCv1PR/T89OJIrHCq8,6,YRTZEQCv1PR
EMIS,EmFLxsyTgno,"Agelec Parish",/KJPN4PduBWe/yXncUmqtQYF/ztIyIYAzFKp/S2jpKJZLT9Q/mAI2njLcvwX/EmFLxsyTgno,6,mAI2njLcvwX
EMIS,pnbDApXAf31,"Agengo Parish",/KJPN4PduBWe/yXncUmqtQYF/ztIyIYAzFKp/S2jpKJZLT9Q/bgcAfFSJVV0/pnbDApXAf31,6,bgcAfFSJVV0
EMIS,EN2q2fYN9vf,"Ageni Parish",/KJPN4PduBWe/n90wmiOocDw/wMQ25dybdgH/JQS5nqalLHt/wu26nVF2rFR/EN2q2fYN9vf,6,wu26nVF2rFR
EMIS,Cc6VhXwQaHl,"Agikdak Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/SzDWKeAxdpE/Cc6VhXwQaHl,6,SzDWKeAxdpE
EMIS,BGeZ7Tspai5,"Agirigiroi(Arapai Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/srmGjHrpVE5/qOuUEzeHcEw/ghpendxMrmw/BGeZ7Tspai5,6,ghpendxMrmw
EMIS,TNw4fyKnbGp,"Agirigiroi(Kapir Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/f7cc8BklNoP/TNw4fyKnbGp,6,f7cc8BklNoP
EMIS,UKi0dD5zWdc,"Agoga Parish",/KJPN4PduBWe/n90wmiOocDw/wMQ25dybdgH/JQS5nqalLHt/oOndOLnxBwq/UKi0dD5zWdc,6,oOndOLnxBwq
EMIS,rlVl7hi6hJl,"Agogomit Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/k0zoEg1Qdka/rlVl7hi6hJl,6,k0zoEg1Qdka
EMIS,zFvacpAMLrZ,"Agojo Parish",/KJPN4PduBWe/ToANlYyRiKb/QYiQ2KqgCxj/IWyZ8SIUBMF/bSsTwv6gQLG/zFvacpAMLrZ,6,bSsTwv6gQLG
EMIS,uX9OeV0Nezy,"Agolitom Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/zH9M6dnz8DQ/uX9OeV0Nezy,6,zH9M6dnz8DQ
EMIS,vk3uIIr2zUq,"Agong Parish",/KJPN4PduBWe/n90wmiOocDw/JyZJhGXKeEq/MxlrhFbwmzK/u02CLxZxpNF/vk3uIIr2zUq,6,u02CLxZxpNF
EMIS,C8QmfSTDMpU,"Agonga Parish",/KJPN4PduBWe/yXncUmqtQYF/zNgVoDVPYgD/wfh4ZvbnUOc/AcnwwILP8m6/C8QmfSTDMpU,6,AcnwwILP8m6
EMIS,eQjlwtQTqkj,"Agonga Parish",/KJPN4PduBWe/yXncUmqtQYF/Gwk4wkLz7EW/F2gyHGKOZgR/x7pZ9LvlBky/eQjlwtQTqkj,6,x7pZ9LvlBky
EMIS,HrrRmAkPZVj,"Agonga(Koch-Goma Subcounty) Parish",/KJPN4PduBWe/yXncUmqtQYF/zNgVoDVPYgD/wfh4ZvbnUOc/AcnwwILP8m6/HrrRmAkPZVj,6,AcnwwILP8m6
EMIS,U5ELsFeJjMy,"Agonga(Okungur Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/wmQcuojFx6p/U5ELsFeJjMy,6,wmQcuojFx6p
EMIS,RYySJoAgvIh,"Agora Parish",/KJPN4PduBWe/rn2uTdRyUbh/srmGjHrpVE5/c25qRvx0b0Z/PrpVnR68wW8/RYySJoAgvIh,6,PrpVnR68wW8
EMIS,BUw8TWcV80W,"Agora Ward",/KJPN4PduBWe/rn2uTdRyUbh/srmGjHrpVE5/qOuUEzeHcEw/QGwLgiGGvDk/BUw8TWcV80W,6,QGwLgiGGvDk
EMIS,Fujj1Vx7uPW,"Agule Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/f7cc8BklNoP/Fujj1Vx7uPW,6,f7cc8BklNoP
EMIS,xbZPsDIJxSu,"Agule(Agule Subcounty) Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/PzBhoCO9Kh8/xbZPsDIJxSu,6,PzBhoCO9Kh8
EMIS,Kz2Yyu1Pnpo,"Agule(Bugondo Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/zJfpujxC1kD/KNPVL257sX3/ulJAtodMnHH/Kz2Yyu1Pnpo,6,ulJAtodMnHH
EMIS,Of3l77XikQW,"Agule(Kumi Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/zH9M6dnz8DQ/Of3l77XikQW,6,zH9M6dnz8DQ
EMIS,sxjIsNIob46,"Agulurude Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/Pm9QCE8Tbaf/sxjIsNIob46,6,Pm9QCE8Tbaf
EMIS,QAGiAooSR3i,"Agurur Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/IXIlEM2ilPu/QAGiAooSR3i,6,IXIlEM2ilPu
EMIS,IuiScEGRH73,"Agururu A Parish",/KJPN4PduBWe/DmeAF6ZFSzz/KhT80mlwJ3Y/BvE89U4cLqG/RXyb9zLFiqf/IuiScEGRH73,6,RXyb9zLFiqf
EMIS,N14elDyVh9Z,"Agururu B Parish",/KJPN4PduBWe/DmeAF6ZFSzz/KhT80mlwJ3Y/BvE89U4cLqG/RXyb9zLFiqf/N14elDyVh9Z,6,RXyb9zLFiqf
EMIS,CQg5D3XHjbB,"Agurut(Nyero Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/cdLLK5GSIdV/CQg5D3XHjbB,6,cdLLK5GSIdV
EMIS,iCRbFUZuGzc,"Agurut(Ongino Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/yBGD0zMrPgF/iCRbFUZuGzc,6,yBGD0zMrPgF
EMIS,KuSsfKU5FzW,"Agwar Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/MxARwTFEsmj/KuSsfKU5FzW,6,MxARwTFEsmj
EMIS,zZTzrnMFr7v,"Agwara Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/dlW3jC4tF2A/zZTzrnMFr7v,6,dlW3jC4tF2A
EMIS,kOy2wqoAfu9,"Agwayugi Parish",/KJPN4PduBWe/yXncUmqtQYF/C0RSe3EWBqU/SQ3IaVbkqiy/dxIFauOlUgV/kOy2wqoAfu9,6,dxIFauOlUgV
EMIS,UQm4lGJp7yT,"Agwee Parish",/KJPN4PduBWe/yXncUmqtQYF/Gwk4wkLz7EW/F2gyHGKOZgR/x7pZ9LvlBky/UQm4lGJp7yT,6,x7pZ9LvlBky
EMIS,TcIXBjp8zcI,"Agweng Parish",/KJPN4PduBWe/n90wmiOocDw/aXjub1BYn1y/uAmyexH3IpN/cua0gMEDjsF/TcIXBjp8zcI,6,cua0gMEDjsF
EMIS,e6MuX9oxdNv,"Agwenonywal Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/LtqhaJd6sm3/e6MuX9oxdNv,6,LtqhaJd6sm3
EMIS,cIHM7yOLNZw,"Agwiciri Parish",/KJPN4PduBWe/n90wmiOocDw/gCN6sU5BjlR/YQofQVGhwAl/UgnKPKLjoP5/cIHM7yOLNZw,6,UgnKPKLjoP5
EMIS,jmNTClKL6w1,"Agwingiri Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/LtqhaJd6sm3/jmNTClKL6w1,6,LtqhaJd6sm3
EMIS,ZkAsPSQr7xn,"Aisa Parish",/KJPN4PduBWe/LSCoCf6ibP8/yuo5ielNL7W/IHytnJA6ymo/CQNNZuyQuOQ/ZkAsPSQr7xn,6,CQNNZuyQuOQ
EMIS,pdZghekInvy,"Aita Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/KzIoyeDgb3y/pdZghekInvy,6,KzIoyeDgb3y
EMIS,YUQOvZDi3zC,"Ajaki Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/O83bcmVOeOy/YUQOvZDi3zC,6,O83bcmVOeOy
EMIS,ZgZ0JKTr6rM,"Ajar Parish",/KJPN4PduBWe/n90wmiOocDw/gCN6sU5BjlR/YQofQVGhwAl/i7IJMXUFR20/ZgZ0JKTr6rM,6,i7IJMXUFR20
EMIS,aCdwUqplWOO,"Ajeluk Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/k0zoEg1Qdka/aCdwUqplWOO,6,k0zoEg1Qdka
EMIS,HKTnKB9x53f,"Ajepet Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/z9izemFi8Qs/HKTnKB9x53f,6,z9izemFi8Qs
EMIS,D1rhoR8ozB3,"Ajerijeri Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/cpdy4YSoIQn/D1rhoR8ozB3,6,cpdy4YSoIQn
EMIS,c2kVtVcMhq2,"Ajesa Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/f7cc8BklNoP/c2kVtVcMhq2,6,f7cc8BklNoP
EMIS,atb5WM1dKX3,"Ajesai Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/Afml9JnrPed/atb5WM1dKX3,6,Afml9JnrPed
EMIS,QQmQVVm1Dq6,"Ajia Parish",/KJPN4PduBWe/ToANlYyRiKb/WcB3kLlgRTb/viHdGLaij6G/M2EdZ4mtaUE/QQmQVVm1Dq6,6,M2EdZ4mtaUE
EMIS,G4chfbtJRct,"Ajiba Parish",/KJPN4PduBWe/n90wmiOocDw/wMQ25dybdgH/JQS5nqalLHt/KfCqofEu1kM/G4chfbtJRct,6,KfCqofEu1kM
EMIS,C17toQ5rr0L,"Ajipala Parish",/KJPN4PduBWe/ToANlYyRiKb/iqsaGItA68C/nDE4TWIlT2y/FfiqxgUKikB/C17toQ5rr0L,6,FfiqxgUKikB
EMIS,kqEVPZnzzlr,"Ajiraku Parish",/KJPN4PduBWe/ToANlYyRiKb/yKjxFBHrGgw/YSFmAjdcrQU/GKvplwWtTl3/kqEVPZnzzlr,6,GKvplwWtTl3
EMIS,g4FR4jLkde9,"Ajok Parish",/KJPN4PduBWe/n90wmiOocDw/gCN6sU5BjlR/YQofQVGhwAl/UgnKPKLjoP5/g4FR4jLkde9,6,UgnKPKLjoP5
EMIS,shaKyrrStaf,"Ajono Parish",/KJPN4PduBWe/ToANlYyRiKb/WcB3kLlgRTb/viHdGLaij6G/ky99bitbP4Z/shaKyrrStaf,6,ky99bitbP4Z
EMIS,TXN4OdjJLo5,"Ajonyi Parish",/KJPN4PduBWe/n90wmiOocDw/p7EEgDEX3jT/soxn2fd2is1/VYVQfdvBzxG/TXN4OdjJLo5,6,VYVQfdvBzxG
EMIS,MZhwS222Aze,"Ajugopi Parish",/KJPN4PduBWe/ToANlYyRiKb/QYiQ2KqgCxj/IWyZ8SIUBMF/BIpNirBPqVy/MZhwS222Aze,6,BIpNirBPqVy
EMIS,gyBRGDli9wm,"Ajuket(Kanyum Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/apv86hAYmE6/gyBRGDli9wm,6,apv86hAYmE6
EMIS,f8odyewlqhm,"Ajuket(Kapir Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/f7cc8BklNoP/f8odyewlqhm,6,f7cc8BklNoP
EMIS,AW8zDXUfl6V,"Ajuket(Sikuda Subcounty) Parish",/KJPN4PduBWe/DmeAF6ZFSzz/lkuO79O6mRx/OT2UCm5IqDD/bjZ2sKrEbQN/AW8zDXUfl6V,6,bjZ2sKrEbQN
EMIS,gpkXd6GYkhf,"Ajul Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/MxARwTFEsmj/gpkXd6GYkhf,6,MxARwTFEsmj
EMIS,ieDsoR9IMCf,"Akado Parish",/KJPN4PduBWe/yXncUmqtQYF/ztIyIYAzFKp/S2jpKJZLT9Q/PYjipnvSnnB/ieDsoR9IMCf,6,PYjipnvSnnB
EMIS,SFWRU20RK2f,"Akadot Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/vHX1m3sQaji/SFWRU20RK2f,6,vHX1m3sQaji
EMIS,V9Z53nGVL8m,"Akadot Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/ogMa6hT34Fe/V9Z53nGVL8m,6,ogMa6hT34Fe
EMIS,l0UH67CZAAo,"Akadot Parish",/KJPN4PduBWe/DmeAF6ZFSzz/KhT80mlwJ3Y/JyUAAhCCr2W/W6HpAU6Zad8/l0UH67CZAAo,6,W6HpAU6Zad8
EMIS,wY19otyFg1H,"Akago Parish",/KJPN4PduBWe/yXncUmqtQYF/zNgVoDVPYgD/wfh4ZvbnUOc/tXbvbO1XKz4/wY19otyFg1H,6,tXbvbO1XKz4
EMIS,Lr5pSF4c2vF,"Akaka Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/mYDNLw05F8s/Lr5pSF4c2vF,6,mYDNLw05F8s
EMIS,R1kLkPEZAEY,"Akaku Parish",/KJPN4PduBWe/LCiSfhGKLEU/qf9xWZu7Dq8/WwquhSr63BA/Bha42mOF5qN/R1kLkPEZAEY,6,Bha42mOF5qN
EMIS,cunDFtxhmaX,"Akali Parish",/KJPN4PduBWe/n90wmiOocDw/gCN6sU5BjlR/YQofQVGhwAl/H5aaabQNsOQ/cunDFtxhmaX,6,H5aaabQNsOQ
EMIS,luNekM7liKx,"Akangi Parish",/KJPN4PduBWe/n90wmiOocDw/Lj8t70RYnEt/Z6jOVYoS7Le/zuc46mrwazu/luNekM7liKx,6,zuc46mrwazu
EMIS,yE1qqc1AGVk,"Akara Parish",/KJPN4PduBWe/yXncUmqtQYF/pnTVIF5v27r/YjaAuGJksYm/KOcf2ww8HnI/yE1qqc1AGVk,6,KOcf2ww8HnI
EMIS,z5Qo2eLgSlP,"Akarukei Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/OXPUPaEkd0c/z5Qo2eLgSlP,6,OXPUPaEkd0c
EMIS,lpQkhxsWGUa,"Akatojo Parish",/KJPN4PduBWe/LCiSfhGKLEU/hAoe9dhZh9V/qz2RsZSk025/xVR6ICalitN/lpQkhxsWGUa,6,xVR6ICalitN
EMIS,pCT6qJVJLzh,"Akaya Parish",/KJPN4PduBWe/ToANlYyRiKb/W1JM2Qdhcv3/FzwEQSijllI/fr0h9tAqdt7/pCT6qJVJLzh,6,fr0h9tAqdt7
EMIS,ro0TIbIJC5h,"Akayanja Parish",/KJPN4PduBWe/LCiSfhGKLEU/qf9xWZu7Dq8/WwquhSr63BA/Bha42mOF5qN/ro0TIbIJC5h,6,Bha42mOF5qN
EMIS,kwgN0yL6aml,"Akeriau Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/KzIoyeDgb3y/kwgN0yL6aml,6,KzIoyeDgb3y
EMIS,P7viLnogZWp,"Akero Parish",/KJPN4PduBWe/rn2uTdRyUbh/tdZbtg9sZkO/Pf8NPQB7A7K/cRAKWblh0Us/P7viLnogZWp,6,cRAKWblh0Us
EMIS,UFETa3JZxMx,"Aketo Parish",/KJPN4PduBWe/n90wmiOocDw/JyZJhGXKeEq/MxlrhFbwmzK/gS6HZ2ZApFq/UFETa3JZxMx,6,gS6HZ2ZApFq
EMIS,PocmuR3HaUg,"Akia Parish",/KJPN4PduBWe/n90wmiOocDw/Lj8t70RYnEt/Ku3UkPGHQ7U/FldPzwXnjfK/PocmuR3HaUg,6,FldPzwXnjfK
EMIS,bfqIY8rtIQz,"Akibui Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/S721tCAqncG/bfqIY8rtIQz,6,S721tCAqncG
EMIS,ebZIPTRXhKM,"Akide Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/yBGD0zMrPgF/ebZIPTRXhKM,6,yBGD0zMrPgF
EMIS,ERLw9DnbGzf,"Akileng Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/Afml9JnrPed/ERLw9DnbGzf,6,Afml9JnrPed
EMIS,wLlbFpRxeul,"Akinio Parish",/KJPN4PduBWe/ToANlYyRiKb/yKjxFBHrGgw/YSFmAjdcrQU/upjKeCSbyUs/wLlbFpRxeul,6,upjKeCSbyUs
EMIS,wJvs3IYXNdu,"Akisim Parish",/KJPN4PduBWe/rn2uTdRyUbh/cSrCFjPKqcG/i11SZTLQap4/lXy3hSi353t/wJvs3IYXNdu,6,lXy3hSi353t
EMIS,N4V8tsfSX5I,"Akisim(Akisim Subcounty) Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/nbWkaw3g8sz/N4V8tsfSX5I,6,nbWkaw3g8sz
EMIS,qulgdI3FSsZ,"Akisim(Amuria Town Council) Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/eDwM4NbKJgJ/qulgdI3FSsZ,6,eDwM4NbKJgJ
EMIS,ij0vVzDAlVU,"Akisim(Eastern Division(Soroti District)) Parish",/KJPN4PduBWe/rn2uTdRyUbh/srmGjHrpVE5/qOuUEzeHcEw/F1c4e0zVa1b/ij0vVzDAlVU,6,F1c4e0zVa1b
EMIS,ChJqvESeIk1,"Akisim(Kanyum Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/apv86hAYmE6/ChJqvESeIk1,6,apv86hAYmE6
EMIS,o4bbY1eDyML,"Akisim(Kapir Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/f7cc8BklNoP/o4bbY1eDyML,6,f7cc8BklNoP
EMIS,OKPgler19ad,"Akisim(Willa Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/Hr3N4iC1NHc/OKPgler19ad,6,Hr3N4iC1NHc
EMIS,ZKuY5WbP7Kh,"Akobi Parish",/KJPN4PduBWe/yXncUmqtQYF/pnTVIF5v27r/YjaAuGJksYm/lXichvejmV9/ZKuY5WbP7Kh,6,lXichvejmV9
EMIS,u6WEeMgZmaB,"Akoboi Parish",/KJPN4PduBWe/rn2uTdRyUbh/zJfpujxC1kD/KNPVL257sX3/TP7RrXdyio8/u6WEeMgZmaB,6,TP7RrXdyio8
EMIS,UHQ30nVfkjn,"Akodokodoi Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/wmQcuojFx6p/UHQ30nVfkjn,6,wmQcuojFx6p
EMIS,kKQFdmcL2zs,"Akokoro Parish",/KJPN4PduBWe/n90wmiOocDw/JyZJhGXKeEq/MxlrhFbwmzK/frGOo5VaLWP/kKQFdmcL2zs,6,frGOo5VaLWP
EMIS,StPqRsuzCFv,"Akol Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/ZvKLjuT1TNW/StPqRsuzCFv,6,ZvKLjuT1TNW
EMIS,zwAv34bKZ9h,"Akolodongo Parish",/KJPN4PduBWe/DmeAF6ZFSzz/KhT80mlwJ3Y/JyUAAhCCr2W/K37NuFmIwLM/zwAv34bKZ9h,6,K37NuFmIwLM
EMIS,dLfYo0vNkW0,"Akomo Parish",/KJPN4PduBWe/yXncUmqtQYF/ztIyIYAzFKp/S2jpKJZLT9Q/aqkKJ6HTtdn/dLfYo0vNkW0,6,aqkKJ6HTtdn
EMIS,Ov2YoXOWdeK,"Akongomit Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/SoAE9AMbXXS/Ov2YoXOWdeK,6,SoAE9AMbXXS
EMIS,rjzxyKM8R5l,"Akor Parish",/KJPN4PduBWe/n90wmiOocDw/Lj8t70RYnEt/Z6jOVYoS7Le/zuc46mrwazu/rjzxyKM8R5l,6,zuc46mrwazu
EMIS,HWjCIvMOqL1,"Akore Town Board Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/WbKaPYBtvbV/HWjCIvMOqL1,6,WbKaPYBtvbV
EMIS,NiltmiX2Xdv,"Akore(Akoromit Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/WbKaPYBtvbV/NiltmiX2Xdv,6,WbKaPYBtvbV
EMIS,qkF3P6INVrn,"Akore(Ogolai Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/ztVnAoSZJ4I/qkF3P6INVrn,6,ztVnAoSZJ4I
EMIS,eXpGhBEGh3u,"Akou Etom Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/t0XYuEU4iqm/eXpGhBEGh3u,6,t0XYuEU4iqm
EMIS,Dj33qjuY36c,"Akubui Parish",/KJPN4PduBWe/rn2uTdRyUbh/aj4hsYK3dVm/QRniz3m12CL/k0zoEg1Qdka/Dj33qjuY36c,6,k0zoEg1Qdka
EMIS,BrGQTKAYlPO,"Akuca Parish",/KJPN4PduBWe/n90wmiOocDw/xpIFdCMhVHG/AvtLMZ8q4ez/WccRWlVxEVQ/BrGQTKAYlPO,6,WccRWlVxEVQ
EMIS,RizIhqwNGKn,"Akum Parish",/KJPN4PduBWe/rn2uTdRyUbh/saT18HClZoz/IxeABCtX4yC/yBGD0zMrPgF/RizIhqwNGKn,6,yBGD0zMrPgF
EMIS,JLZvOZEZqW1,"Akum(Acowa Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/mvN9LBbpf7X/xDMjY0z6k2n/t0XYuEU4iqm/JLZvOZEZqW1,6,t0XYuEU4iqm
EMIS,zJmXrN1q2Ka,"Akum(Willa Subcounty) Parish",/KJPN4PduBWe/rn2uTdRyUbh/TM6ccNxawqy/qUhuL9OJHWh/Hr3N4iC1NHc/zJmXrN1q2Ka,6,Hr3N4iC1NHc
EMIS,XWDNqoYSzl3,"Akumoi Parish",/KJPN4PduBWe/rn2uTdRyUbh/zJfpujxC1kD/KNPVL257sX3/I2D5Esqpyui/XWDNqoYSzl3,6,I2D5Esqpyui
EMIS,nEJ8ZRAosTy,"Akuoro Parish",/KJPN4PduBWe/rn2uTdRyUbh/tdZbtg9sZkO/Pf8NPQB7A7K/cRAKWblh0Us/nEJ8ZRAosTy,6,cRAKWblh0Us
EMIS,rrrktKYfpT5,"Akura Parish",/KJPN4PduBWe/n90wmiOocDw/p7EEgDEX3jT/soxn2fd2is1/ZA3LBUpRxvi/rrrktKYfpT5,6,ZA3LBUpRxvi
EMIS,Hw7goR45s1W,"Akurao Parish",/KJPN4PduBWe/rn2uTdRyUbh/cSrCFjPKqcG/i11SZTLQap4/i8DfYkEe9Ga/Hw7goR45s1W,6,i8DfYkEe9Ga
EMIS,sa6LTGYgvhW,"Akurolango Parish",/KJPN4PduBWe/n90wmiOocDw/wMQ25dybdgH/JQS5nqalLHt/F0oTeW1Sqgv/sa6LTGYgvhW,6,F0oTeW1Sqgv
EMIS,xouQcTBqsYq,"Akwamor Parish",/KJPN4PduBWe/DmeAF6ZFSzz/WiVj4bEhX4P/YpQyE8oBqG8/MPmuXtpVOgW/xouQcTBqsYq,6,MPmuXtpVOgW
EMIS,tNaGy8WjZX7,"Akwanga Parish",/KJPN4PduBWe/n90wmiOocDw/wMQ25dybdgH/JQS5nqalLHt/jkEv7p1AY7B/tNaGy8WjZX7,6,jkEv7p1AY7B
EMIS,uumqyAsQg7e,"Akwangkel Parish",/KJPN4PduBWe/n90wmiOocDw/p7EEgDEX3jT/soxn2fd2is1/ltVgKBsPZx7/uumqyAsQg7e,6,ltVgKBsPZx7
EMIS,uAQRbYC2bu3,"Akwirididi Parish",/KJPN4PduBWe/n90wmiOocDw/Y4LV8xqkv6J/yuZ66tsFybX/HTK99u5ioZy/uAQRbYC2bu3,6,HTK99u5ioZy
EMIS,P9iCA2LVq03,"Akwon Parish",/KJPN4PduBWe/n90wmiOocDw/ZuQHWOaFQVM/w2z5HQFFbPY/tw65TiDdjdi/P9iCA2LVq03,6,tw65TiDdjdi
EMIS,kclrqkDtvIy,"Akworo Parish",/KJPN4PduBWe/yXncUmqtQYF/pnTVIF5v27r/YjaAuGJksYm/N5sEBOXXGdb/kclrqkDtvIy,6,N5sEBOXXGdb
EMIS,THexBNW3JMn,"Akwoyo Parish",/KJPN4PduBWe/n90wmiOocDw/Lj8t70RYnEt/Ku3UkPGHQ7U/CU0vGCAcG2r/THexBNW3JMn,6,CU0vGCAcG2r
EMIS,iSXcZeMbvpv,"Alal Parish",/KJPN4PduBWe/n90wmiOocDw/p7EEgDEX3jT/soxn2fd2is1/ltVgKBsPZx7/iSXcZeMbvpv,6,ltVgKBsPZx7
